****************************************
Report : report_global_slack
Design : s5378_bench
Version: K-2015.06-SP3-2
Date   : Wed Apr 14 01:49:00 2021
****************************************

       Max_Rise      Max_Fall   Point
           0.22          0.12   U709/A2
              *             *   U709/A3
           0.30          0.13   U709/A4
           0.12          0.22   U709/ZN
          -0.20         -0.08   U727/A
          -0.08         -0.20   U727/ZN
              *             *   U734/A1
              *             *   U734/A2
              *             *   U734/A3
              *             *   U734/ZN
              *             *   U737/A1
              *             *   U737/A2
              *             *   U737/A3
              *             *   U737/B1
              *             *   U737/B2
              *             *   U737/B3
              *             *   U737/ZN
              *             *   U743/A1
              *             *   U743/A2
              *             *   U743/ZN
              *             *   U749/B1
              *             *   U749/B2
              *             *   U749/A
              *             *   U749/ZN
           0.15          0.23   U762/A
           0.23          0.29   U762/B
           0.15          0.25   U762/Z
              *             *   U803/B1
              *             *   U803/B2
              *             *   U803/C1
              *             *   U803/C2
              *             *   U803/A
              *             *   U803/ZN
              *             *   U811/A
              *             *   U811/B
              *             *   U811/ZN
              *             *   U827/B1
              *             *   U827/B2
              *             *   U827/C1
              *             *   U827/C2
              *             *   U827/A
              *             *   U827/ZN
              *             *   U829/C1
              *             *   U829/C2
              *             *   U829/A
              *             *   U829/B
              *             *   U829/ZN
              *             *   U834/B1
              *             *   U834/B2
              *             *   U834/C1
              *             *   U834/C2
              *             *   U834/A
              *             *   U834/ZN
              *             *   U836/B1
              *             *   U836/B2
              *             *   U836/C1
              *             *   U836/C2
              *             *   U836/A
              *             *   U836/ZN
              *             *   U839/C1
              *             *   U839/C2
              *             *   U839/A
              *             *   U839/B
              *             *   U839/ZN
           0.21          0.07   U847/A1
           0.36          0.23   U847/A2
           0.07          0.21   U847/ZN
           0.10          0.18   U856/A
           0.16          0.23   U856/B
           0.10          0.20   U856/Z
              *             *   U869/A
              *             *   U869/B
              *             *   U869/S
              *             *   U869/Z
              *             *   U882/A1
              *             *   U882/A2
              *             *   U882/ZN
              *             *   U884/A1
              *             *   U884/A2
              *             *   U884/ZN
              *             *   U888/A1
              *             *   U888/A2
              *             *   U888/ZN
              *             *   U905/A1
              *             *   U905/A2
              *             *   U905/A3
              *             *   U905/ZN
           0.64          0.53   U947/A
           0.38          0.30   U947/B
           0.35          0.30   U947/ZN
           0.64          0.64   U953/A1
           0.49          0.36   U953/A2
           0.36          0.49   U953/ZN
           0.50          0.37   U956/A1
           0.58          0.54   U956/A2
           0.37          0.50   U956/ZN
           0.47          0.36   U964/A1
           0.56          0.41   U964/A2
           0.36          0.47   U964/ZN
           0.26          0.17   U978/A
           0.17          0.26   U978/ZN
           0.15          0.05   U986/A
           0.15         -0.01   U986/B
           0.36          0.34   U986/S
           0.15         -0.01   U986/Z
           0.35          0.20   U994/A1
           0.54          0.46   U994/A2
           0.20          0.35   U994/ZN
           0.55          0.53   U1009/A1
           0.42          0.27   U1009/A2
           0.27          0.42   U1009/ZN
          -0.14         -0.05   U1035/A1
           0.28          0.30   U1035/A2
           0.15          0.18   U1035/A3
          -0.05         -0.14   U1035/ZN
          -0.12         -0.01   U1043/A1
           0.05          0.22   U1043/A2
          -0.13          0.03   U1043/A3
          -0.01         -0.13   U1043/ZN
           0.43          0.30   U1068/A
           0.30          0.43   U1068/ZN
           0.27          0.34   n2468gat_reg/D
           0.74          0.80   n2468gat_reg/SI
              *             *   n2468gat_reg/SE
           0.58             *   n2468gat_reg/CK
              *             *   n2468gat_reg/SN
           0.74          0.80   n2468gat_reg/Q
           0.67          0.58   n2468gat_reg/QN
           0.56          0.66   n1880gat_reg/D
           0.69          0.77   n1880gat_reg/SI
              *             *   n1880gat_reg/SE
          -0.01             *   n1880gat_reg/CK
              *             *   n1880gat_reg/SN
           0.09         -0.01   n1880gat_reg/Q
              *             *   n1880gat_reg/QN
           0.33          0.39   n2658gat_reg/D
           0.74          0.80   n2658gat_reg/SI
              *             *   n2658gat_reg/SE
           0.28             *   n2658gat_reg/CK
              *             *   n2658gat_reg/SN
           0.28          0.30   n2658gat_reg/Q
              *             *   n2658gat_reg/QN
           0.43          0.55   n1775gat_reg/D
           0.73          0.79   n1775gat_reg/SI
              *             *   n1775gat_reg/SE
           0.60             *   n1775gat_reg/CK
              *             *   n1775gat_reg/SN
           0.71          0.67   n1775gat_reg/Q
           0.66          0.60   n1775gat_reg/QN
           0.28          0.43   n2179gat_reg/D
           0.74          0.80   n2179gat_reg/SI
              *             *   n2179gat_reg/SE
           0.60             *   n2179gat_reg/CK
              *             *   n2179gat_reg/SN
           0.74          0.80   n2179gat_reg/Q
           0.63          0.60   n2179gat_reg/QN
           0.22          0.39   n2091gat_reg/D
           0.74          0.80   n2091gat_reg/SI
              *             *   n2091gat_reg/SE
           0.34             *   n2091gat_reg/CK
              *             *   n2091gat_reg/SN
           0.74          0.80   n2091gat_reg/Q
           0.41          0.34   n2091gat_reg/QN
           0.27          0.34   n2518gat_reg/D
           0.72          0.79   n2518gat_reg/SI
              *             *   n2518gat_reg/SE
           0.61             *   n2518gat_reg/CK
              *             *   n2518gat_reg/SN
           0.74          0.80   n2518gat_reg/Q
           0.67          0.61   n2518gat_reg/QN
           0.22          0.29   n2599gat_reg/D
           0.72          0.79   n2599gat_reg/SI
              *             *   n2599gat_reg/SE
           0.56             *   n2599gat_reg/CK
              *             *   n2599gat_reg/SN
           0.74          0.80   n2599gat_reg/Q
           0.67          0.56   n2599gat_reg/QN
           0.53          0.55   n1763gat_reg/D
           0.73          0.79   n1763gat_reg/SI
              *             *   n1763gat_reg/SE
          -0.01             *   n1763gat_reg/CK
              *             *   n1763gat_reg/SN
           0.11         -0.01   n1763gat_reg/Q
              *             *   n1763gat_reg/QN
           0.27          0.35   n2464gat_reg/D
           0.74          0.80   n2464gat_reg/SI
              *             *   n2464gat_reg/SE
           0.61             *   n2464gat_reg/CK
              *             *   n2464gat_reg/SN
           0.74          0.80   n2464gat_reg/Q
           0.68          0.61   n2464gat_reg/QN
           0.32          0.51   n1336gat_reg/D
           0.74          0.80   n1336gat_reg/SI
              *             *   n1336gat_reg/SE
           0.72             *   n1336gat_reg/CK
              *             *   n1336gat_reg/SN
           0.72          0.79   n1336gat_reg/Q
              *             *   n1336gat_reg/QN
              *             *   n3109gat
           0.44          0.45   U554/A
           0.54          0.57   U554/B
              *             *   U554/S
           0.44          0.45   U554/Z
           0.66          0.55   U563/A
           0.22          0.30   U563/B
           0.22          0.23   U563/Z
           0.34          0.40   U565/A1
           0.51          0.52   U565/A2
           0.40          0.34   U565/ZN
              *             *   U589/A1
              *             *   U589/A2
              *             *   U589/A3
              *             *   U589/ZN
              *             *   U599/A1
              *             *   U599/A2
              *             *   U599/ZN
              *             *   U602/C1
              *             *   U602/C2
              *             *   U602/A
              *             *   U602/B
              *             *   U602/ZN
              *             *   U604/A1
              *             *   U604/A2
              *             *   U604/B1
              *             *   U604/B2
              *             *   U604/C1
              *             *   U604/C2
              *             *   U604/ZN
              *             *   U606/A1
              *             *   U606/A2
              *             *   U606/B1
              *             *   U606/B2
              *             *   U606/C1
              *             *   U606/C2
              *             *   U606/ZN
              *             *   U609/A1
              *             *   U609/A2
              *             *   U609/B1
              *             *   U609/B2
              *             *   U609/C1
              *             *   U609/C2
              *             *   U609/ZN
              *             *   U613/A1
              *             *   U613/A2
              *             *   U613/B1
              *             *   U613/B2
              *             *   U613/C1
              *             *   U613/C2
              *             *   U613/ZN
              *             *   U616/A1
              *             *   U616/A2
              *             *   U616/B1
              *             *   U616/B2
              *             *   U616/C1
              *             *   U616/C2
              *             *   U616/ZN
              *             *   U619/B1
              *             *   U619/B2
              *             *   U619/A
              *             *   U619/ZN
              *             *   U620/A1
              *             *   U620/A2
              *             *   U620/ZN
           0.57          0.60   U643/A
           0.23          0.06   U643/B
           0.10          0.06   U643/Z
           0.37          0.35   U648/A1
              *             *   U648/A2
              *             *   U648/B1
           0.44          0.37   U648/B2
           0.35          0.37   U648/ZN
           0.37          0.34   U662/A1
              *             *   U662/A2
           0.45          0.38   U662/B1
              *             *   U662/B2
           0.34          0.37   U662/ZN
           0.37          0.34   U676/A1
              *             *   U676/A2
           0.45          0.38   U676/B1
              *             *   U676/B2
           0.34          0.37   U676/ZN
           0.17          0.26   U690/A1
           0.26          0.31   U690/A2
           0.26          0.17   U690/ZN
           0.58          0.58   U691/A
           0.12          0.19   U691/B
           0.13          0.12   U691/Z
           0.37          0.34   U696/A1
              *             *   U696/A2
           0.45          0.38   U696/B1
              *             *   U696/B2
           0.34          0.37   U696/ZN
           0.12          0.22   U707/A1
           0.33          0.36   U707/A2
           0.12          0.22   U707/ZN
           0.05          0.15   U726/B1
           0.32          0.26   U726/B2
          -0.08         -0.20   U726/A
          -0.20         -0.08   U726/ZN
              *             *   U733/C1
              *             *   U733/C2
              *             *   U733/A
              *             *   U733/B
              *             *   U733/ZN
              *             *   U736/A1
              *             *   U736/A2
              *             *   U736/ZN
              *             *   U744/A1
              *             *   U744/A2
              *             *   U744/ZN
              *             *   U754/A1
              *             *   U754/A2
              *             *   U754/B1
              *             *   U754/B2
              *             *   U754/ZN
              *             *   U759/A1
              *             *   U759/A2
              *             *   U759/B1
              *             *   U759/B2
              *             *   U759/ZN
           0.38          0.42   U761/A
           0.15          0.25   U761/B
           0.15          0.25   U761/Z
              *             *   U769/A1
              *             *   U769/A2
              *             *   U769/B1
              *             *   U769/B2
              *             *   U769/ZN
              *             *   U781/A1
              *             *   U781/A2
              *             *   U781/B1
              *             *   U781/B2
              *             *   U781/ZN
              *             *   U785/A1
              *             *   U785/A2
              *             *   U785/B1
              *             *   U785/B2
              *             *   U785/ZN
              *             *   U797/A1
              *             *   U797/A2
              *             *   U797/B1
              *             *   U797/B2
              *             *   U797/ZN
           0.07          0.21   U801/A
           0.21          0.07   U801/ZN
              *             *   U810/A1
              *             *   U810/A2
              *             *   U810/ZN
              *             *   U826/A
              *             *   U826/B
              *             *   U826/S
              *             *   U826/Z
              *             *   U833/A
              *             *   U833/B
              *             *   U833/S
              *             *   U833/Z
              *             *   U846/B1
              *             *   U846/B2
              *             *   U846/A
              *             *   U846/ZN
           0.32          0.37   U855/A
           0.10          0.20   U855/B
           0.10          0.23   U855/Z
              *             *   U866/A1
              *             *   U866/A2
              *             *   U866/B1
              *             *   U866/B2
              *             *   U866/ZN
              *             *   U868/A
              *             *   U868/B
              *             *   U868/ZN
              *             *   U881/A1
              *             *   U881/A2
              *             *   U881/B1
              *             *   U881/B2
              *             *   U881/ZN
              *             *   U887/A
              *             *   U887/ZN
              *             *   U899/A1
              *             *   U899/A2
              *             *   U899/A3
              *             *   U899/ZN
           0.26          0.15   U967/A1
           0.21          0.26   U967/A2
           0.15          0.21   U967/ZN
           0.07          0.09   U985/A1
           0.07          0.12   U985/A2
           0.15         -0.01   U985/A3
           0.07         -0.01   U985/ZN
          -0.01         -0.13   U1042/A
           0.20          0.15   U1042/B
           0.20          0.19   U1042/S
          -0.01         -0.13   U1042/Z
           0.34          0.47   n2390gat_reg/D
           0.72          0.79   n2390gat_reg/SI
              *             *   n2390gat_reg/SE
           0.47             *   n2390gat_reg/CK
              *             *   n2390gat_reg/SN
           0.74          0.80   n2390gat_reg/Q
           0.53          0.47   n2390gat_reg/QN
           0.36          0.49   n2270gat_reg/D
           0.74          0.80   n2270gat_reg/SI
              *             *   n2270gat_reg/SE
           0.48             *   n2270gat_reg/CK
              *             *   n2270gat_reg/SN
           0.74          0.80   n2270gat_reg/Q
           0.54          0.48   n2270gat_reg/QN
           0.37          0.50   n2339gat_reg/D
           0.74          0.80   n2339gat_reg/SI
              *             *   n2339gat_reg/SE
           0.52             *   n2339gat_reg/CK
              *             *   n2339gat_reg/SN
           0.52          0.60   n2339gat_reg/Q
           0.75          0.69   n2339gat_reg/QN
           0.20          0.35   n1389gat_reg/D
           0.74          0.80   n1389gat_reg/SI
              *             *   n1389gat_reg/SE
           0.74             *   n1389gat_reg/CK
              *             *   n1389gat_reg/SN
           0.74          0.80   n1389gat_reg/Q
              *             *   n1389gat_reg/QN
           0.30          0.43   n1834gat_reg/D
           0.72          0.79   n1834gat_reg/SI
              *             *   n1834gat_reg/SE
           0.29             *   n1834gat_reg/CK
              *             *   n1834gat_reg/SN
           0.29          0.37   n1834gat_reg/Q
              *             *   n1834gat_reg/QN
           0.27          0.42   n1771gat_reg/D
              *             *   n1771gat_reg/SI
              *             *   n1771gat_reg/SE
           0.73             *   n1771gat_reg/CK
              *             *   n1771gat_reg/SN
           0.73          0.79   n1771gat_reg/Q
              *             *   n1771gat_reg/QN
           0.36          0.47   n1462gat_reg/D
           0.73          0.79   n1462gat_reg/SI
              *             *   n1462gat_reg/SE
           0.72             *   n1462gat_reg/CK
              *             *   n1462gat_reg/SN
           0.72          0.79   n1462gat_reg/Q
              *             *   n1462gat_reg/QN
              *             *   n3104gat
              *             *   n3105gat
              *             *   n3108gat
              *             *   n3151gat
           0.21          0.07   U576/A1
           0.39          0.24   U576/A2
           0.07          0.21   U576/ZN
              *             *   U585/A1
              *             *   U585/A2
              *             *   U585/A3
              *             *   U585/B1
              *             *   U585/B2
              *             *   U585/B3
              *             *   U585/ZN
              *             *   U588/B1
              *             *   U588/B2
              *             *   U588/A
              *             *   U588/ZN
           0.38          0.25   U593/A1
           0.24          0.07   U593/A2
           0.58          0.53   U593/A3
           0.07          0.24   U593/ZN
              *             *   U598/A
              *             *   U598/ZN
              *             *   U600/B1
              *             *   U600/B2
              *             *   U600/A
              *             *   U600/ZN
           0.44          0.39   U626/A1
              *             *   U626/A2
           0.32          0.29   U626/B1
           0.26          0.17   U626/B2
           0.34          0.28   U626/C1
              *             *   U626/C2
           0.17          0.26   U626/ZN
              *             *   U631/A
           0.22          0.17   U631/B
           0.12          0.22   U631/S
           0.17          0.12   U631/Z
           0.44          0.39   U635/A1
              *             *   U635/A2
           0.25          0.24   U635/B1
           0.26          0.17   U635/B2
           0.34          0.28   U635/C1
              *             *   U635/C2
           0.17          0.25   U635/ZN
              *             *   U640/A
           0.11          0.14   U640/B
           0.12          0.22   U640/S
           0.11          0.12   U640/Z
              *             *   U642/A
           0.10          0.06   U642/B
           0.12          0.22   U642/S
           0.10          0.06   U642/Z
              *             *   U653/A
           0.22          0.17   U653/B
           0.12          0.22   U653/S
           0.17          0.12   U653/Z
           0.44          0.39   U656/A1
              *             *   U656/A2
           0.23          0.16   U656/B1
           0.26          0.17   U656/B2
           0.34          0.28   U656/C1
              *             *   U656/C2
           0.16          0.23   U656/ZN
           0.44          0.39   U684/A1
              *             *   U684/A2
           0.27          0.18   U684/B1
           0.25          0.21   U684/B2
           0.34          0.28   U684/C1
              *             *   U684/C2
           0.18          0.25   U684/ZN
           0.44          0.39   U688/A1
              *             *   U688/A2
           0.13          0.12   U688/B1
           0.26          0.17   U688/B2
           0.34          0.28   U688/C1
              *             *   U688/C2
           0.12          0.13   U688/ZN
              *             *   U706/A
           0.22          0.25   U706/B
           0.12          0.22   U706/S
           0.17          0.12   U706/Z
           0.19          0.11   U721/A1
           0.40          0.42   U721/A2
          -0.20         -0.08   U721/A3
           0.14          0.13   U721/A4
          -0.08         -0.20   U721/ZN
              *             *   U748/A1
              *             *   U748/A2
              *             *   U748/B1
              *             *   U748/B2
              *             *   U748/C1
              *             *   U748/C2
              *             *   U748/ZN
              *             *   U753/A
              *             *   U753/ZN
              *             *   U758/A
              *             *   U758/ZN
              *             *   U768/A
              *             *   U768/ZN
              *             *   U780/A
              *             *   U780/ZN
              *             *   U784/B1
              *             *   U784/B2
              *             *   U784/C1
              *             *   U784/C2
              *             *   U784/A
              *             *   U784/ZN
              *             *   U796/A
              *             *   U796/ZN
              *             *   U802/A
              *             *   U802/B
              *             *   U802/S
              *             *   U802/Z
              *             *   U822/C1
              *             *   U822/C2
              *             *   U822/A
              *             *   U822/B
              *             *   U822/ZN
              *             *   U832/A
              *             *   U832/B
              *             *   U832/S
              *             *   U832/Z
              *             *   U865/A
              *             *   U865/ZN
              *             *   U880/A
              *             *   U880/ZN
           0.22          0.22   U938/A1
           0.45          0.43   U938/A2
           0.22          0.22   U938/ZN
           0.51          0.58   U945/A1
           0.22          0.21   U945/A2
           0.21          0.22   U945/ZN
           0.35          0.30   U946/A1
           0.22          0.21   U946/A2
           0.21          0.22   U946/ZN
           0.22          0.22   U949/A1
           0.43          0.35   U949/A2
           0.22          0.22   U949/ZN
           0.15          0.23   U966/A
           0.23          0.15   U966/ZN
           0.07         -0.01   U977/A1
           0.17          0.27   U977/A2
          -0.01          0.07   U977/ZN
          -0.01         -0.13   U1034/A
          -0.05         -0.14   U1034/B
           0.32          0.31   U1034/S
          -0.05         -0.14   U1034/Z
              *             *   n2510gat_reg/D
           0.73          0.79   n2510gat_reg/SI
              *             *   n2510gat_reg/SE
           0.18             *   n2510gat_reg/CK
              *             *   n2510gat_reg/SN
           0.74          0.80   n2510gat_reg/Q
           0.26          0.18   n2510gat_reg/QN
           0.10          0.23   n2522gat_reg/D
           0.74          0.80   n2522gat_reg/SI
              *             *   n2522gat_reg/SE
           0.58             *   n2522gat_reg/CK
              *             *   n2522gat_reg/SN
           0.74          0.80   n2522gat_reg/Q
           0.67          0.58   n2522gat_reg/QN
           0.10          0.23   n2476gat_reg/D
           0.73          0.79   n2476gat_reg/SI
              *             *   n2476gat_reg/SE
           0.56             *   n2476gat_reg/CK
              *             *   n2476gat_reg/SN
           0.74          0.80   n2476gat_reg/Q
           0.67          0.56   n2476gat_reg/QN
           0.15          0.25   n2526gat_reg/D
           0.74          0.80   n2526gat_reg/SI
              *             *   n2526gat_reg/SE
           0.56             *   n2526gat_reg/CK
              *             *   n2526gat_reg/SN
           0.74          0.80   n2526gat_reg/Q
           0.67          0.56   n2526gat_reg/QN
           0.44          0.45   n2095gat_reg/D
           0.74          0.80   n2095gat_reg/SI
              *             *   n2095gat_reg/SE
           0.35             *   n2095gat_reg/CK
              *             *   n2095gat_reg/SN
           0.35          0.37   n2095gat_reg/Q
           0.75          0.70   n2095gat_reg/QN
           0.40          0.34   n2495gat_reg/D
           0.69          0.77   n2495gat_reg/SI
              *             *   n2495gat_reg/SE
           0.52             *   n2495gat_reg/CK
              *             *   n2495gat_reg/SN
           0.52          0.59   n2495gat_reg/Q
           0.75          0.70   n2495gat_reg/QN
           0.35          0.37   n816gat_reg/D
           0.74          0.80   n816gat_reg/SI
              *             *   n816gat_reg/SE
           0.63             *   n816gat_reg/CK
              *             *   n816gat_reg/SN
           0.63          0.68   n816gat_reg/Q
              *             *   n816gat_reg/QN
           0.34          0.37   n680gat_reg/D
           0.73          0.79   n680gat_reg/SI
              *             *   n680gat_reg/SE
           0.29             *   n680gat_reg/CK
              *             *   n680gat_reg/SN
           0.72          0.79   n680gat_reg/Q
           0.35          0.29   n680gat_reg/QN
           0.34          0.37   n580gat_reg/D
           0.74          0.80   n580gat_reg/SI
              *             *   n580gat_reg/SE
           0.32             *   n580gat_reg/CK
              *             *   n580gat_reg/SN
           0.32          0.37   n580gat_reg/Q
              *             *   n580gat_reg/QN
           0.34          0.37   n584gat_reg/D
           0.71          0.78   n584gat_reg/SI
              *             *   n584gat_reg/SE
           0.28             *   n584gat_reg/CK
              *             *   n584gat_reg/SN
           0.73          0.79   n584gat_reg/Q
           0.35          0.28   n584gat_reg/QN
           0.23          0.15   U562/A1
           0.22          0.23   U562/A2
           0.15          0.22   U562/ZN
           0.07          0.21   U574/A1
           0.19          0.32   U574/A2
           0.21          0.07   U574/ZN
              *             *   U584/A
              *             *   U584/ZN
              *             *   U587/A
              *             *   U587/B
              *             *   U587/S
              *             *   U587/Z
              *             *   U597/B1
              *             *   U597/B2
              *             *   U597/A
              *             *   U597/ZN
           0.34          0.29   U607/B1
              *             *   U607/B2
          -0.08         -0.20   U607/A
          -0.20         -0.08   U607/ZN
           0.34          0.29   U651/B1
              *             *   U651/B2
          -0.08         -0.20   U651/A
          -0.20         -0.08   U651/ZN
           0.34          0.29   U652/B1
              *             *   U652/B2
          -0.08         -0.20   U652/A
          -0.20         -0.08   U652/ZN
          -0.05         -0.17   U659/A1
              *             *   U659/A2
          -0.17         -0.05   U659/ZN
           0.34          0.29   U665/B1
              *             *   U665/B2
          -0.08         -0.20   U665/A
          -0.20         -0.08   U665/ZN
           0.34          0.29   U667/B1
              *             *   U667/B2
          -0.08         -0.20   U667/A
          -0.20         -0.08   U667/ZN
           0.34          0.29   U668/B1
              *             *   U668/B2
          -0.08         -0.20   U668/A
          -0.20         -0.08   U668/ZN
           0.34          0.29   U669/B1
              *             *   U669/B2
          -0.08         -0.20   U669/A
          -0.20         -0.08   U669/ZN
           0.34          0.29   U670/B1
              *             *   U670/B2
          -0.08         -0.20   U670/A
          -0.20         -0.08   U670/ZN
           0.34          0.29   U672/B1
              *             *   U672/B2
          -0.08         -0.20   U672/A
          -0.20         -0.08   U672/ZN
          -0.05         -0.17   U679/A1
              *             *   U679/A2
          -0.17         -0.05   U679/ZN
          -0.05         -0.17   U681/A1
              *             *   U681/A2
          -0.17         -0.05   U681/ZN
          -0.05         -0.17   U683/A1
              *             *   U683/A2
          -0.17         -0.05   U683/ZN
          -0.05         -0.17   U711/A1
              *             *   U711/A2
          -0.17         -0.05   U711/ZN
          -0.05         -0.17   U713/A1
              *             *   U713/A2
          -0.17         -0.05   U713/ZN
          -0.05         -0.17   U715/A1
              *             *   U715/A2
          -0.17         -0.05   U715/ZN
          -0.05         -0.17   U717/A1
              *             *   U717/A2
          -0.17         -0.05   U717/ZN
          -0.05         -0.17   U719/A1
              *             *   U719/A2
          -0.17         -0.05   U719/ZN
              *             *   U747/A
              *             *   U747/ZN
              *             *   U752/B1
              *             *   U752/B2
              *             *   U752/C1
              *             *   U752/C2
              *             *   U752/A
              *             *   U752/ZN
              *             *   U757/B1
              *             *   U757/B2
              *             *   U757/C1
              *             *   U757/C2
              *             *   U757/A
              *             *   U757/ZN
              *             *   U767/B1
              *             *   U767/B2
              *             *   U767/C1
              *             *   U767/C2
              *             *   U767/A
              *             *   U767/ZN
              *             *   U779/B1
              *             *   U779/B2
              *             *   U779/C1
              *             *   U779/C2
              *             *   U779/A
              *             *   U779/ZN
              *             *   U783/A
              *             *   U783/ZN
              *             *   U795/B1
              *             *   U795/B2
              *             *   U795/C1
              *             *   U795/C2
              *             *   U795/A
              *             *   U795/ZN
              *             *   U800/A1
              *             *   U800/A2
              *             *   U800/A3
              *             *   U800/B1
              *             *   U800/B2
              *             *   U800/B3
              *             *   U800/ZN
              *             *   U831/A1
              *             *   U831/A2
              *             *   U831/A3
              *             *   U831/ZN
              *             *   U864/B1
              *             *   U864/B2
              *             *   U864/C1
              *             *   U864/C2
              *             *   U864/A
              *             *   U864/ZN
              *             *   U879/B1
              *             *   U879/B2
              *             *   U879/C1
              *             *   U879/C2
              *             *   U879/A
              *             *   U879/ZN
           0.40          0.32   U934/A1
           0.07          0.13   U934/A2
           0.13          0.07   U934/ZN
           0.08          0.14   U940/A1
           0.52          0.50   U940/A2
           0.14          0.08   U940/ZN
           0.56          0.63   U944/A1
           0.07          0.13   U944/A2
           0.13          0.07   U944/ZN
          -0.01          0.07   U976/A
           0.07         -0.01   U976/ZN
          -0.05         -0.14   U1029/A1
           0.52          0.37   U1029/A2
           0.06          0.08   U1029/A3
           0.35          0.27   U1029/A4
          -0.14         -0.05   U1029/ZN
           0.10          0.06   n834gat_reg/D
           0.72          0.79   n834gat_reg/SI
              *             *   n834gat_reg/SE
           0.42             *   n834gat_reg/CK
              *             *   n834gat_reg/SN
           0.42          0.47   n834gat_reg/Q
           0.74          0.69   n834gat_reg/QN
           0.07          0.24   n1433gat_reg/D
           0.71          0.79   n1433gat_reg/SI
              *             *   n1433gat_reg/SE
           0.70             *   n1433gat_reg/CK
              *             *   n1433gat_reg/SN
           0.74          0.80   n1433gat_reg/Q
           0.75          0.70   n1433gat_reg/QN
           0.23          0.22   n2562gat_reg/D
           0.70          0.78   n2562gat_reg/SI
              *             *   n2562gat_reg/SE
           0.15             *   n2562gat_reg/CK
              *             *   n2562gat_reg/SN
           0.15          0.28   n2562gat_reg/Q
           0.16          0.15   n2562gat_reg/QN
           0.21          0.22   n2343gat_reg/D
           0.72          0.79   n2343gat_reg/SI
              *             *   n2343gat_reg/SE
           0.12             *   n2343gat_reg/CK
              *             *   n2343gat_reg/SN
           0.12          0.23   n2343gat_reg/Q
           0.19          0.19   n2343gat_reg/QN
           0.22          0.22   n2399gat_reg/D
           0.72          0.79   n2399gat_reg/SI
              *             *   n2399gat_reg/SE
           0.05             *   n2399gat_reg/CK
              *             *   n2399gat_reg/SN
           0.74          0.80   n2399gat_reg/Q
           0.18          0.05   n2399gat_reg/QN
           0.22          0.22   n2203gat_reg/D
           0.71          0.78   n2203gat_reg/SI
              *             *   n2203gat_reg/SE
           0.26             *   n2203gat_reg/CK
              *             *   n2203gat_reg/SN
           0.29          0.27   n2203gat_reg/Q
           0.32          0.26   n2203gat_reg/QN
           0.21          0.22   n2207gat_reg/D
           0.68          0.76   n2207gat_reg/SI
              *             *   n2207gat_reg/SE
           0.21             *   n2207gat_reg/CK
              *             *   n2207gat_reg/SN
           0.34          0.32   n2207gat_reg/Q
           0.33          0.21   n2207gat_reg/QN
           0.16          0.31   n2182gat_reg/D
           0.74          0.80   n2182gat_reg/SI
              *             *   n2182gat_reg/SE
           0.58             *   n2182gat_reg/CK
              *             *   n2182gat_reg/SN
           0.74          0.80   n2182gat_reg/Q
           0.63          0.58   n2182gat_reg/QN
           0.17          0.26   n883gat_reg/D
           0.70          0.78   n883gat_reg/SI
              *             *   n883gat_reg/SE
           0.28             *   n883gat_reg/CK
              *             *   n883gat_reg/SN
           0.74          0.80   n883gat_reg/Q
           0.34          0.28   n883gat_reg/QN
           0.18          0.25   n824gat_reg/D
           0.72          0.79   n824gat_reg/SI
              *             *   n824gat_reg/SE
           0.33             *   n824gat_reg/CK
              *             *   n824gat_reg/SN
           0.33          0.38   n824gat_reg/Q
           0.73          0.68   n824gat_reg/QN
           0.16          0.23   n684gat_reg/D
           0.72          0.79   n684gat_reg/SI
              *             *   n684gat_reg/SE
           0.28             *   n684gat_reg/CK
              *             *   n684gat_reg/SN
           0.74          0.80   n684gat_reg/Q
           0.34          0.28   n684gat_reg/QN
           0.17          0.25   n820gat_reg/D
           0.72          0.79   n820gat_reg/SI
              *             *   n820gat_reg/SE
           0.34             *   n820gat_reg/CK
              *             *   n820gat_reg/SN
           0.34          0.39   n820gat_reg/Q
           0.74          0.69   n820gat_reg/QN
           0.12          0.13   n699gat_reg/D
           0.74          0.80   n699gat_reg/SI
              *             *   n699gat_reg/SE
           0.27             *   n699gat_reg/CK
              *             *   n699gat_reg/SN
           0.73          0.79   n699gat_reg/Q
           0.34          0.27   n699gat_reg/QN
           0.17          0.12   n614gat_reg/D
           0.73          0.79   n614gat_reg/SI
              *             *   n614gat_reg/SE
           0.34             *   n614gat_reg/CK
              *             *   n614gat_reg/SN
           0.72          0.79   n614gat_reg/Q
           0.40          0.34   n614gat_reg/QN
           0.17          0.12   n707gat_reg/D
           0.73          0.79   n707gat_reg/SI
              *             *   n707gat_reg/SE
           0.35             *   n707gat_reg/CK
              *             *   n707gat_reg/SN
           0.74          0.80   n707gat_reg/Q
           0.41          0.35   n707gat_reg/QN
           0.11          0.12   n838gat_reg/D
           0.71          0.78   n838gat_reg/SI
              *             *   n838gat_reg/SE
           0.38             *   n838gat_reg/CK
              *             *   n838gat_reg/SN
           0.72          0.79   n838gat_reg/Q
           0.44          0.38   n838gat_reg/QN
           0.17          0.12   n830gat_reg/D
           0.72          0.79   n830gat_reg/SI
              *             *   n830gat_reg/SE
           0.52             *   n830gat_reg/CK
              *             *   n830gat_reg/SN
           0.52          0.58   n830gat_reg/Q
           0.74          0.69   n830gat_reg/QN
           0.13         -0.01   U559/A1
